# Data from Clarivate Analytics' Web of Science, retrieved 23 November 2018
# This file generated on 2018-11-23 15:30:02
item,AU,DE,SO,id,title,year
90,"Wissmeier, L.|Barry, D. A.",reactive transport|unsaturated flow|surface complexation|geochemical modelling|cation exchange|hydraulic properties,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000274350400014,Implementation of variably saturated flow into PHREEQC for the simulation of biogeochemical reactions in the vadose zone,2010
91,"Barnthouse, LW",populations|ecological recovery|agrochemicals|risk assessment,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,WOS:000188415800033,Quantifying population recovery rates for ecological risk assessment,2004
92,"Liu, YH|Dauer, JP|Siddiqui, KJ|VoDinh, T|Buttgenbach, S",decision making|earth system|environment|feature extraction|feature selection|multi-criteria|multiple objectives|objective space|pareto optimality|pattern recognition,ADVANCED ENVIRONMENTAL AND CHEMICAL SENSING TECHNOLOGY,WOS:000169244400037,Environmental control using multiple-criteria decision making,2001
93,"Herzig, A.|Rutledge, D.|Piantadosi, J|Anderssen, RS|Boland, J",spatially explicit system dynamics|land systems modelling|spatial optimisation|integrated modelling framework|lumass,20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),WOS:000357105900128,Integrated Land Systems Modelling and Optimisation,2013
94,"Kann, A.|Meirold-Mautner, I.|Schmid, F.|Kirchengast, G.|Fuchsberger, J.|Meyer, V.|Tuechler, L.|Bica, B.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000352160600028,Evaluation of high-resolution precipitation analyses using a dense station network,2015
95,"Delen, D|Benjamin, PC|Joines, JA|Barton, RR|Kang, K|Fishwick, PA",,"PROCEEDINGS OF THE 2000 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2",WOS:000166981000032,An enterprise modeling and analysis toolkit,2000
96,"Bellier, Joseph|Bontron, Guillaume|Zin, Isabella",,WATER RESOURCES RESEARCH,WOS:000423299000006,Using Meteorological Analogues for Reordering Postprocessed Precipitation Ensembles in Hydrological Forecasting,2017
97,"Hanna, Ryan|Ghonima, Mohamed|Kleissl, Jan|Tynan, George|Victor, David G.",decarbonization|decentralization|distributed energy resource|modeling|natural gas|renewable energy,ENERGY POLICY,WOS:000397356000004,Evaluating business models for microgrids: Interactions of technology and policy,2017
98,"Buergenmeier, Beat|Baranzini, Andrea|Ferrier, Catherine|Germond-Duret, Celine|Ingold, Karin|Perret, Sylvain|Rafaj, Peter|Kypreos, Socrates|Wokaun, Alexander",,CLIMATIC CHANGE,WOS:000242359400008,Economics of climate policy and collective decision making,2006
99,"WHITE, ML|DAY, JW|MAXWELL, T|COSTANZA, R|SKLAR, F|Falconer, RA|Shiono, K|Matthew, RGS",,HYDRAULIC AND ENVIRONMENTAL MODELLING : ESTUARINE AND RIVER WATERS,WOS:A1992BX88E00042,ECOSYSTEM MODELING UTILIZING DESK-TOP PARALLEL COMPUTER-TECHNOLOGY - THE CONTRIBUTIONS OF FRESH-WATER AND SEDIMENT TO HABITAT SUCCESSION IN THE WETLANDS OF LOUISIANA,1992
100,"Huigen, M. G. A.|Apfelbeck, J.|Krimly, T.|Dabbert, S.|Anderssen, RS|Braddock, RD|Newham, LTH",climate change|agriculture|agent-based modelling|danubia|generic modelling framework,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,WOS:000290045000136,Simulation of climate change effects on the agricultural sector in the Danubia catchment in South Germany with a generic modeling framework,2009
101,"Huckelbridge, Kate H.|Stacey, Mark T.|Glenn, Edward P.|Dracup, John A.",integrated modeling|wetland hydrology|hydrodynamics|salt dynamics|wetland vegetation|colorado river delta,ECOLOGICAL ENGINEERING,WOS:000279152600002,"An integrated model for evaluating hydrology, hydrodynamics, salinity and vegetation cover in a coastal desert wetland",2010
102,"Probst, W. Nikolaus|Lynam, Christopher P.",integration|aggregation|indicator|criterion|descriptor|ges|principal of equal probability,ECOLOGICAL INDICATORS,WOS:000367411200069,Integrated assessment results depend on aggregation method and framework structure - A case study within the European Marine Strategy Framework Directive,2016
103,"Sen, Zekai",,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000269061800019,"Discussion of ""Applicability of Rice's Formula in Stochastic Hydrological Modeling"" by Yi Li and Barbara J. Lence",2009
104,"Lazar, L.|Boicenco, L.|Oros, A.|Coatu, |Tiganus, D.",black sea|nutrients|chlorophyll a|eutrophication|beast,"WATER RESOURCES, FOREST, MARINE AND OCEAN ECOSYSTEMS CONFERENCE PROCEEDINGS, SGEM 2016, VOL II",WOS:000391653500101,INTEGRATED ASSESSMENT OF CAUSES AND EFFECTS OF THE ROMANIAN BLACK SEA EUTROPHICATION,2016
105,"Gomes, F|Lacerda, M|Duarte, ML|Almeida, JA|Soares, A|GomezHernandez, J|Froidevaux, R",,GEOENV I - GEOSTATISTICS FOR ENVIRONMENTAL APPLICATIONS,WOS:A1997BJ67S00018,Hydrological modelling of distributed rainfall/runoff in the watershed of Guadiana,1997
106,"Molenaar, Dylan|Tuerlinckx, Francis|van der Maas, Han L. J.",,MULTIVARIATE BEHAVIORAL RESEARCH,WOS:000349540600004,A Bivariate Generalized Linear Item Response Theory Modeling Framework to the Analysis of Responses and Response Times,2015
107,"Hamel, Perrine|Bryant, Benjamin P.",uncertainty assessment|guidance|modeling|ecosystem services|best practice,ECOSYSTEM SERVICES,WOS:000401944800001,Uncertainty assessment in ecosystem services analyses: Seven challenges and practical responses,2017
108,"Wheless, GH|Lascara, CM|ValleLevinson, A|Brutzman, DP|Sherman, W|Hibbard, WL|Paul, BE",,INTERNATIONAL JOURNAL OF SUPERCOMPUTER APPLICATIONS AND HIGH PERFORMANCE COMPUTING,WOS:A1996WA01000007,The Chesapeake Bay virtual environment (CBVE): Initial results from the prototypical system,1996
109,"Ahmad, Zulfiqar|Ashraf, Arshad|Zaheer, Muhammad|Bashir, Humaira",hydrological modeling|deforestation|soan river|simly|khanpur watershed|land use,JOURNAL OF MOUNTAIN SCIENCE,WOS:000358671900015,Hydrological response to environment change in Himalayan watersheds: Assessment from integrated modeling approach,2015
110,"Thomson, AM|Brown, RA|Rosenberg, NJ|Izaurralde, RC|Benson, ",,CLIMATIC CHANGE,WOS:000227957000004,Climate change impacts for the conterminous USA: An integrated assessment - Part 3. Dryland production of grain and forage crops,2005
111,"Koonce, DA|Judd, RP|Parks, CM",,INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,WOS:A1996VN30100003,"Manufacturing systems engineering and design: An intelligent, multi-model, integration architecture",1996
112,"Medellin-Azuara, J.|Mendoza-Espinosa, L. G.|Lund, J. R.|Harou, J. J.|Howitt, R. E.",hydro-economic models|baja california|seawater desalination|wastewater reuse|water markets,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000270208400032,"Virtues of simple hydro-economic optimization: Baja California, Mexico",2009
113,"Parson, EA|FisherVanden, K",modeling|emissions|assessment|climate|impacts|policy,ANNUAL REVIEW OF ENERGY AND THE ENVIRONMENT,WOS:A1997YK27600016,Integrated assessment models of global climate change,1997
114,"He, Xin|Stisen, Simon|Wiese, Marianne B.|Henriksen, Hans Jorgen",real-time modeling|national hydrologicalmodel|integrated modeling|stakeholder engagement,WATER RESOURCES MANAGEMENT,WOS:000373395500013,Designing a Hydrological Real-Time System for Surface Water and Groundwater in Denmark with Engagement of Stakeholders,2016
115,"Monteiro, Jose A. F.|Strauch, Michael|Srinivasan, Raghavan|Abbaspour, Karim|Guecker, Bjoern",cfsr|wfdei|precipitation|watershed modelling|brazil|tropics,HYDROLOGICAL PROCESSES,WOS:000374383800009,Accuracy of grid precipitation data for Brazil: application in river discharge modelling of the Tocantins catchment,2016
116,"Bradley, MP|Hanson, R|Walbeck, ES",mid-atlantic|case studies|decision-making|environmental success stories,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000189078400015,Innovative environmental education contributes to improved management practices in the Mid-Atlantic Region of the United States,2004
117,"Feikema, Paul M.|Sheridan, Gary J.|Argent, Robert M.|Lane, Patrick N. J.|Grayson, Rodger B.",catchment modelling|e2|water quality|wildfire|sediment loads|nutrient loads,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000290291100007,Estimating catchment-scale impacts of wildfire on sediment and nutrient loads using the E2 catchment modelling framework,2011
118,"Assmuth, Timo",food contamination|guideline values|health|integrated assessment|risk-benefit|uncertainty,AMBIO,WOS:000286933300006,Policy and Science Implications of the Framing and Qualities of Uncertainty in Risks: Toxic and Beneficial Fish from the Baltic Sea,2011
119,"Acs, A.|Vehovszky, A.|Gyori, J.|Farkas, A.",dreissena bugensis|integrated biomarker response|biochemical markers|metallothionein-like proteins|ethoxyresorufin-o-deethylase (erod)|dna damage|lipid peroxidation (lpo),ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000378840300043,Seasonal and size-related variation of subcellular biomarkers in quagga mussels (Dreissena bugensis) inhabiting sites affected by moderate contamination with complex mixtures of pollutants,2016
120,"Musmar, Abdelmajid Omer|Abdullah, Azween B.|Dhanapal, Durai Dominic P.|Zaman, HB|Sembok, TMT|VanRijsbergen, K|Zadeh, L|Buza, P|Shih, T|Taib, MN",,"INTERNATIONAL SYMPOSIUM OF INFORMATION TECHNOLOGY 2008, VOLS 1-4, PROCEEDINGS",WOS:000260353300026,Object Orientation with Business Process Modeling for Successful Business Process Reengineering,2008
121,"Marshall, Lucy|Sharma, Ashish|Nott, David",,WATER RESOURCES RESEARCH,WOS:000242180100001,Modeling the catchment via mixtures: Issues of model specification and validation,2006
122,"Rodriguez-Rodriguez, Miguel|Martos-Rosillo, Sergio|Pedrera, Antonio",water level monitoring and modelling|wetland hydrogeology|groundwater withdrawal,JOURNAL OF HYDROLOGY,WOS:000390735900023,"Hydrogeological behaviour of the Fuente-de-Piedra playa lake and tectonic origin of its basin (Malaga, southern Spain)",2016
123,"Lu, Hongwei|Huang, Guohe|He, Li",agriculture|irrigation|optimization|rough interval|water resources management|uncertainity,APPLIED MATHEMATICAL MODELLING,WOS:000291407800018,An inexact rough-interval fuzzy linear programming method for generating conjunctive water-allocation strategies to agricultural irrigation systems,2011
124,"Huang, Shengli|Young, Claudia|Abdul-Aziz, Omar I.|Dahal, Devendra|Feng, Min|Liu, Shuguang",hydrological modelling|lidar|prairie pothole region|water budget|wetland,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000325960100005,"Simulating the water budget of a Prairie Potholes complex from LiDAR and hydrological models in North Dakota, USA",2013
125,"Antonetti, Manuel|Scherrer, Simon|Kienzler, Peter Matthias|Margreth, Michael|Zappa, Massimiliano",dominant runoff process|hydrological modelling|regionalisation|sprinkling experiments|switzerland,HYDROLOGICAL PROCESSES,WOS:000406838200007,Process-based hydrological modelling: The potential of a bottom-up approach for runoff predictions in ungauged catchments,2017
126,"Jiang, ZP|Yang, HW|Sun, LX|Shi, SQ",oxygen consumption|end products|microorganism activity|fuzzy clustering assessment|weighted integrated assessment,CHEMOSPHERE,WOS:000176576200016,Integrated assessment for aerobic biodegradability of organic substances,2002
127,"Liu, Jiajia|Zhou, Zuhao|Jia, Yangwen|Wang, Hao|Chen, Xiangdong",watershed hierarchy|digital drainage network|watershed subdivision|pfafstetter coding|binary tree-based codification,HYDROLOGICAL PROCESSES,WOS:000330743000041,A stem-branch topological codification for watershed subdivision and identification to support distributed hydrological modelling at large river basins,2014
128,"Freudiger, Daphne|Frielingsdorf, Barbara|Stahl, Kerstin|Steinbrich, Andreas|Weiler, Markus|Griessinger, Nena|Seibert, Jan",snow water equivalent|temperature|precipitation|hydrological modeling|snow model|interpolated meteorological dataset,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,WOS:000390853400002,The Potential of meteorological gridded datasets for hydrological modeling in alpine basins,2016
129,"Rowan, Timothy S. C.|Maier, Holger R.|Connor, Jeff|Dandy, Graeme C.",,WATER RESOURCES RESEARCH,WOS:000292844300006,An integrated dynamic modeling framework for investigating the impact of climate change and variability on irrigated agriculture,2011
130,"Ma, Lin|Wang, Fanghao|Zhang, Weifeng|Ma, Wenqi|Velthof, Gerard|Qin, Wei|Oenema, Oene|Zhang, Fusuo",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000321521400066,Environmental Assessment of Management Options for Nutrient Flows in the Food Chain in China,2013
131,"Frei, S.|Lockwood, K.|Stewart, G.|Boyer, J.|Tilley, B. S.",asymptotic analysis|geothermal heating systems|heat transfer,JOURNAL OF ENGINEERING MATHEMATICS,WOS:000335556100007,On thermal resistance in concentric residential geothermal heat exchangers,2014
132,"Beven, Keith|Smith, Paul",rainfall-runoff modelling|uncertainty estimation|epistemic error|disinformation|glue|event clustering,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000346342000011,Concepts of Information Content and Likelihood in Parameter Calibration for Hydrological Simulation Models,2015
133,"Eckert, N.|Parent, E.|Belanger, L.|Garcia, S.",avalanche frequency|township|spatial field|hierarchical bayesian modelling,COLD REGIONS SCIENCE AND TECHNOLOGY,WOS:000250399400009,Hierarchical Bayesian modelling for spatial analysis of the number of avalanche occurrences at the scale of the township,2007
134,"Xu, X. F.|Xiang, X. Q.|Tao, J. H.|Lee, JHW|Ng, CO",,PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON APAC 2011,WOS:000311609100136,MODELING CHLOROPHYLL A OF BOHAI BAY BASED ON STRUCTURAL EQUATION MODEL AND BAYESIAN NETWORKS,2012
135,"Yihdego, Yohannes|Webb, John",stream flow modelling|land use|climate|surface-groundwater interaction|runoff|australia,WATER RESOURCES MANAGEMENT,WOS:000326082100014,An Empirical Water Budget Model As a Tool to Identify the Impact of Land-use Change in Stream Flow in Southeastern Australia,2013
136,"Wason, Susan C.|Julien, Rhona|Perry, Melissa J.|Smith, Thomas J.|Levy, Jonathan I.",children's health|exposure modeling|pesticides|variability|multi-media,ENVIRONMENTAL RESEARCH,WOS:000320294100003,Modeling exposures to organophosphates and pyrethroids for children living in an urban low-income environment,2013
137,"Su, Buda|Huang, Jinlong|Zeng, Xiaofan|Gao, Chao|Jiang, Tong",hydrological modeling|climate change|uncertainty|the upper yangtze river,CLIMATIC CHANGE,WOS:000396824300012,Impacts of climate change on streamflow in the upper Yangtze River basin,2017
138,"Anel, Juan A.",scientific reproducibility|software|computational sciences,WATER RESOURCES RESEARCH,WOS:000400160500049,"Comment on ""Most computational hydrology is not reproducible, so is it really science?"" by Christopher Hutton et al.",2017
139,"Fu, Bojie|Zhang, Liwei|Xu, Zhihong|Zhao, Yan|Wei, Yongping|Skinner, Dominic",ecological process|ecosystem management|ecosystem services|integration and optimization of ecosystem services|land use,JOURNAL OF SOILS AND SEDIMENTS,WOS:000351516400010,Ecosystem services in changing land use,2015
140,"Renard, Benjamin|Kavetski, Dmitri|Leblois, Etienne|Thyer, Mark|Kuczera, George|Franks, Stewart W.",,WATER RESOURCES RESEARCH,WOS:000297262600001,Toward a reliable decomposition of predictive uncertainty in hydrological modeling: Characterizing rainfall errors using conditional simulation,2011
141,"Farjad, Babak|Gupta, Anil|Razavi, Saman|Faramarzi, Monireh|Marceau, Danielle J.",hydrology|climate change|hydrological modeling|cellular automata|land-use change|mike she|mike 11,WATER,WOS:000414707500044,An Integrated Modelling System to Predict Hydrological Processes under Climate and Land-Use/Cover Change Scenarios,2017
142,"Milella, Pamela|Bisantino, Tiziana|Gentile, Francesco|Iacobellis, Vito|Liuzzi, Giuliana Trisorio",semi-distributed hydrologic model|evapotranspiration|lai|pedotransfer function|remote sensing|calibration,JOURNAL OF HYDROLOGY,WOS:000312686300021,Diagnostic analysis of distributed input and parameter datasets in Mediterranean basin streamflow modeling,2012
143,"Hof, Andries F.|van Vuuren, Detlef P.|den Elzen, Michel G. J.",climate change|cost-benefit analysis|risk approach|minimax regret|precautionary principle,ECOLOGICAL ECONOMICS,WOS:000284437000006,A quantitative minimax regret approach to climate change Does discounting still matter?,2010
144,"Pan, Shufen|Tian, Hanqin|Dangal, Shree R. S.|Yang, Qichun|Yang, Jia|Lu, Chaoqun|Tao, Bo|Ren, Wei|Ouyang, Zhiyun",climate change|evapotranspiration|terrestrial ecosystem modeling|terrestrial ecosystems,EARTHS FUTURE,WOS:000358138100002,Responses of global terrestrial evapotranspiration to climate change and increasing atmospheric CO2 in the 21st century,2015
