# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018,,,,,,,,,,,,,
# This file generated on 2018-11-22 14:30:09,,,,,,,,,,,,,,
item,id,year,title,AU,SO,DE,DOI,DOI link,Modeling,Version Control,Versioning,Testing,Publicly accessible code?,Publicly accessible data?
2317,WOS:000275363500002,2010,INFERENCE FOR THE JUMP PART OF QUADRATIC VARIATION OF ITO SEMIMARTINGALES,"Veraart, Almut E. D.",ECONOMETRIC THEORY,,10.1017/S0266466609100014,http://dx.doi.org/10.1017/S0266466609100014,,,,,,
875,WOS:000279810700015,2010,Sewer system flow components identification using signal processing,"Dorval, F. A.|Chocat, B.|Emmanuel, E.|Kouyi, G. Lipeme",WATER SCIENCE AND TECHNOLOGY,dry weather flow|hydrological modelling|separated sewer|signal processing|time series data,10.2166/wst.2010.281,http://dx.doi.org/10.2166/wst.2010.281,,,,,,
3407,WOS:000278669000005,2010,Using a Multivariate Multilevel Polytomous Item Response Theory Model to Study Parallel Processes of Change: The Dynamic Association Between Adolescents' Social Isolation and Engagement With Delinquent Peers in the National Youth Survey,"Hsieh, Chueh-An|von Eye, Alexander A.|Maier, Kimberly S.",MULTIVARIATE BEHAVIORAL RESEARCH,,10.1080/00273171.2010.483387,http://dx.doi.org/10.1080/00273171.2010.483387,,,,,,
4107,WOS:000280142100013,2010,Assessing the value of high-resolution isotope tracer data in the stepwise development of a lumped conceptual rainfall-runoff model,"Birkel, C.|Dunn, S. M.|Tetzlaff, D.|Soulsby, C.",HYDROLOGICAL PROCESSES,stable isotopes|solute transport|models|conservative tracers|multi-criteria calibration|measurement uncertainty|sampling resolution,10.1002/hyp.7763,http://dx.doi.org/10.1002/hyp.7763,,,,,,
1298,WOS:000278606800010,2010,NetLogo meets R: Linking agent-based models with a toolbox for their analysis,"Thiele, Jan C.|Grimm, Volker",ENVIRONMENTAL MODELLING & SOFTWARE,netlogo|gnu r|model analysis|agent-based modelling|individual-based modelling|modelling software,10.1016/j.envsoft.2010.02.008,http://dx.doi.org/10.1016/j.envsoft.2010.02.008,,,,,,
394,WOS:000280347200010,2010,Impact of Climate Change on Ambient Ozone Level and Mortality in Southeastern United States,"Chang, Howard H.|Zhou, Jingwen|Fuentes, Montserrat",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,climate change|health impact|ground-level ozone,10.3390/ijerph7072866,http://dx.doi.org/10.3390/ijerph7072866,,,,,,
4774,WOS:000280024700004,2010,Estimation of daily average net radiation from MODIS data and DEM over the Baiyangdian watershed in North China for clear sky days,"Long, Di|Gao, Yanchun|Singh, Vijay P.",JOURNAL OF HYDROLOGY,daily average net radiation (danr)|daily average net shortwave radiation (dansr)|daily average net longwave radiation (danlr)|modis|sloping land surfaces,10.1016/j.jhydrol.2010.04.042,http://dx.doi.org/10.1016/j.jhydrol.2010.04.042,,,,,,
4548,WOS:000282655200024,2010,Aviation emission inventory development and analysis,"Viet Van Pham, |Tang, Jiangjun|Alam, Sameer|Lokan, Chris|Abbass, Hussein A.",ENVIRONMENTAL MODELLING & SOFTWARE,aviation emission|air traffic|environmental modelling|emission inventory,10.1016/j.envsoft.2010.04.004,http://dx.doi.org/10.1016/j.envsoft.2010.04.004,,,,,,
1897,WOS:000279341600007,2010,"Solid Waste and Water Quality Management Models for Sagarmatha National Park and Buffer Zone, Nepal Implementation of a Participatory Modeling Framework","Manfredi, Emanuela Chiara|Flury, Bastian|Viviano, Gaetano|Thakuri, Sudeep|Khanal, Sanjay Nath|Jha, Pramod Kumar|Maskey, Ramesh Kumar|Kayastha, Rijan Bhakta|Kafle, Kumud Raj|Bhochhibhoya, Silu|Ghimire, Narayan Prasad|Shrestha, Bharat Babu|Chaudhary, Gyanendra|Giannino, Francesco|Carteni, Fabrizio|Mazzoleni, Stefano|Salerno, Franco",MOUNTAIN RESEARCH AND DEVELOPMENT,participatory modeling|system dynamics|solid waste management|water quality|water pollution|sagarmatha national park and buffer zone|nepal,10.1659/MRD-JOURNAL-D-10-00028.1,http://dx.doi.org/10.1659/MRD-JOURNAL-D-10-00028.1,,,,,,
4150,WOS:000283903100006,2010,"Fertilizer standards for controlling groundwater nitrate pollution from agriculture: El Salobral-Los Llanos case study, Spain","Pena-Haro, S.|Llopis-Albert, C.|Pulido-Velazquez, M.|Pulido-Velazquez, D.",JOURNAL OF HYDROLOGY,groundwater|nitrate pollution|fertilizer standards|optimization|management|eu water framework directive,10.1016/j.jhydrol.2010.08.006,http://dx.doi.org/10.1016/j.jhydrol.2010.08.006,,,,,,
2354,WOS:000283831700020,2010,Integrated assessment of land use and cover changes in the Malagarasi river catchment in Tanzania,"Kashaigili, J. J.|Majaliwa, A. M.",PHYSICS AND CHEMISTRY OF THE EARTH,land use land cover changes|malagarasi river catchment|muyovozi wetland|perceptions|remote sensing,10.1016/j.pce.2010.07.030,http://dx.doi.org/10.1016/j.pce.2010.07.030,,,,,,
3353,WOS:000278895500004,2010,Adjusting soil infiltration coefficients for groundwater level,"Blake, J. R.",PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,drainage & irrigation|groundwater|sewers & drains,10.1680/wama.2010.163.5.239,http://dx.doi.org/10.1680/wama.2010.163.5.239,,,,,,
2351,WOS:000281738900007,2010,Genome-wide functional element detection using pairwise statistical alignment outperforms multiple genome footprinting techniques,"Satija, R.|Hein, J.|Lunter, G. A.",BIOINFORMATICS,,10.1093/bioinformatics/btq360,http://dx.doi.org/10.1093/bioinformatics/btq360,,,,,,
3730,WOS:000286365400010,2010,Modelling the effects of the current policy measures in agriculture: An unique model from field to regional scale in Walloon region of Belgium,"Sohier, C.|Degre, A.",ENVIRONMENTAL SCIENCE & POLICY,nitrogen|forecasting|modelling|nitrate policy|modelling scale,10.1016/j.envsci.2010.08.008,http://dx.doi.org/10.1016/j.envsci.2010.08.008,,,,,,
3356,WOS:000282231300010,2010,"No monsters, no miracles: in nonlinear sciences hydrology is not an outlier!","Schertzer, D.|Tchiguirinskaia, I.|Lovejoy, S.|Hubert, P.",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,scales|measure|singularities|balance equation|fractals|multifractals,10.1080/02626667.2010.505173,http://dx.doi.org/10.1080/02626667.2010.505173,,,,,,
3010,WOS:000284937900006,2010,An Integrated Human Decision Making Model for Evacuation Scenarios under a BDI Framework,"Lee, Seungho|Son, Young-Jun|Jin, Judy",ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION,emergency evacuation|bdi|human decision behavior|planning|bayesian belief network,10.1145/1842722.1842728,http://dx.doi.org/10.1145/1842722.1842728,,,,,,
1917,WOS:000272115500007,2010,Integrated assessment of agricultural production practices to enhance sustainable development in agricultural landscapes,"Sattler, Claudia|Nagel, Uwe Jens|Werner, Armin|Zander, Peter",ECOLOGICAL INDICATORS,sustainability|modam|bio-economic modelling|ecological indicators|gross margin|social acceptance,10.1016/j.ecolind.2009.02.014,http://dx.doi.org/10.1016/j.ecolind.2009.02.014,,,,,,
260,WOS:000277954400001,2010,A generic data structure for integrated modelling of tokamak physics and subsystems,"Imbeaux, F.|Lister, J. B.|Huysmans, G. T. A.|Zwingmann, W.|Airaj, M.|Appel, L.|Basiuk, V.|Coster, D.|Eriksson, L-G.|Guillerminet, B.|Kalupin, D.|Konz, C.|Manduchi, G.|Ottaviani, M.|Pereverzev, G.|Peysson, Y.|Sauter, O.|Signoret, J.|Strand, P.",COMPUTER PHYSICS COMMUNICATIONS,plasma simulation|integrated modelling|data model|workflows,10.1016/j.cpc.2010.02.001,http://dx.doi.org/10.1016/j.cpc.2010.02.001,,,,,,
1344,WOS:000279495200005,2010,Evaluating evapotranspiration and water-use efficiency of terrestrial ecosystems in the conterminous United States using MODIS and AmeriFlux data,"Lu, Xiaoliang|Zhuang, Qianlai",REMOTE SENSING OF ENVIRONMENT,modis|evapotranspiration|artificial neural networks|water-use efficiency,10.1016/j.rse.2010.04.001,http://dx.doi.org/10.1016/j.rse.2010.04.001,,,,,,
283,WOS:000277153300218,2010,Applied Research On FMS With UML-OOPN Integration Modeling Method,"Wang Zhong, |Chen Ming-rui, |Fu Xing, |Luo, Q","INFORMATION TECHNOLOGY FOR MANUFACTURING SYSTEMS, PTS 1 AND 2",integrated modeling|flexible manufacture system|uml|petri net,10.4028/www.scientific.net/AMM.20-23.1274,http://dx.doi.org/10.4028/www.scientific.net/AMM.20-23.1274,,,,,,
2995,WOS:000280540300008,2010,Integrated modeling of oil spill response strategies: a coastal management case study,"Liu, Xin",ENVIRONMENTAL SCIENCE & POLICY,oil spill|cost-effective|response evaluation,10.1016/j.envsci.2010.04.006,http://dx.doi.org/10.1016/j.envsci.2010.04.006,,,,,,
2993,WOS:000278606800002,2010,"Integrating hydrology, hydraulics and ecological response into a flexible approach to the determination of environmental water requirements for rivers","Hughes, D. A.|Louw, D.",ENVIRONMENTAL MODELLING & SOFTWARE,environmental water requirements|hydrology|hydraulics|ecosystem responses,10.1016/j.envsoft.2010.03.004,http://dx.doi.org/10.1016/j.envsoft.2010.03.004,,,,,,
3376,WOS:000284661100001,2010,Novel insights in hydrological modeling,"Grimaldi, Salvatore|Ubertini, Lucio|Rodriguez-Iturbe, Ignacio",ADVANCES IN WATER RESOURCES,,10.1016/j.advwatres.2010.09.015,http://dx.doi.org/10.1016/j.advwatres.2010.09.015,,,,,,
3593,WOS:000279666700021,2010,Hydro Test: Further development of a web resource for the standardised assessment of hydrological models,"Dawson, C. W.|Abrahart, R. J.|See, L. M.",ENVIRONMENTAL MODELLING & SOFTWARE,hydrological models|performance testing|evaluation metrics,10.1016/j.envsoft.2009.01.001,http://dx.doi.org/10.1016/j.envsoft.2009.01.001,,,,,,
275,WOS:000282081300001,2010,IHMS-Integrated Hydrological Modelling System. Part 1. Hydrological processes and general structure,"Ragab, Ragab|Bromley, John",HYDROLOGICAL PROCESSES,catchment hydrology|dicasm|integrated hydrological system|ihms,10.1002/hyp.7681,http://dx.doi.org/10.1002/hyp.7681,,,,,,
274,WOS:000273469900014,2010,Implementation and integrated numerical modeling of a landslide early warning system: a pilot study in Colombia,"Huggel, Christian|Khabarov, Nikolay|Obersteiner, Michael|Manuel Ramirez, Juan",NATURAL HAZARDS,landslides|early warning systems|earth observation|uncertainties|integrated modeling,10.1007/s11069-009-9393-0,http://dx.doi.org/10.1007/s11069-009-9393-0,,,,,,
3591,WOS:000279082600008,2010,Modeling Basin- and Plume-Scale Processes of CO2 Storage for Full-Scale Deployment,"Zhou, Quanlin|Birkholzer, Jens T.|Mehnert, Edward|Lin, Yu-Feng|Zhang, Keni",GROUND WATER,,10.1111/j.1745-6584.2009.00657.x,http://dx.doi.org/10.1111/j.1745-6584.2009.00657.x,,,,,,
4351,WOS:000273034500004,2010,High-order Statistics of Spatial Random Fields: Exploring Spatial Cumulants for Modeling Complex Non-Gaussian and Non-linear Phenomena,"Dimitrakopoulos, Roussos|Mustapha, Hussein|Gloaguen, Erwan",MATHEMATICAL GEOSCIENCES,high-order statistics|non-gaussian spatial random functions|spatial cumulants|complex geology,10.1007/s11004-009-9258-9,http://dx.doi.org/10.1007/s11004-009-9258-9,,,,,,
3735,WOS:000283700900016,2010,The impact of changing agricultural policies on jointly used rough pastures in the Bavarian Pre-Alps: An economic and ecological scenario approach,"Roeder, Norbert|Lederbogen, Dirk|Trautner, Juergen|Bergamini, Ariel|Stofer, Silvia|Scheidegger, Christoph",ECOLOGICAL ECONOMICS,agriculture|cap|decoupling|biodiversity|ec habitats directive|agent-based modelling,10.1016/j.ecolecon.2010.07.013,http://dx.doi.org/10.1016/j.ecolecon.2010.07.013,,,,,,
3283,WOS:000272115500002,2010,Assessment of land use changes through an indicator-based approach: A case study from the Lamone river basin in Northern Italy,"Benini, Lorenzo|Bandini, Vittoria|Marazza, Diego|Contin, Andrea",ECOLOGICAL INDICATORS,land use change|dpsir framework|landscape|multi-criteria decision analysis,10.1016/j.ecolind.2009.03.016,http://dx.doi.org/10.1016/j.ecolind.2009.03.016,,,,,,
3858,WOS:000274221500013,2010,An object-oriented modelling framework for the arterial wall,"Balaguera, M. I.|Briceno, J. C.|Glazier, J. A.",COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,arterial wall|object-oriented modelling|frameworks,10.1080/10255840903067056,http://dx.doi.org/10.1080/10255840903067056,,,,,,
3719,WOS:000276178100003,2010,"Towards understanding hydroclimatic change in Victoria, Australia - preliminary insights into the 'Big Dry'","Kiem, A. S.|Verdon-Kidd, D. C.",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-14-433-2010,http://dx.doi.org/10.5194/hess-14-433-2010,,,,,,
4621,WOS:000280251100025,2010,A Trefftz-based numerical modelling framework for Helmholtz problems with complex multiple-scatterer configurations,"Van Genechten, Bert|Bergen, Bart|Vandepitte, Dirk|Desmet, Wim",JOURNAL OF COMPUTATIONAL PHYSICS,multiple-scattering|helmholtz equation|unbounded domain|mid-frequency|trefftz method|wave based method,10.1016/j.jcp.2010.05.016,http://dx.doi.org/10.1016/j.jcp.2010.05.016,,,,,,
630,WOS:000283453200014,2010,Convex Piecewise-Linear Modeling Method for Circuit Optimization Via Geometric Programming,"Kim, Jintae|Vandenberghe, Lieven|Yang, Chih-Kong Ken",IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,analog circuit optimization|geometric programming|modeling,10.1109/TCAD.2010.2053151,http://dx.doi.org/10.1109/TCAD.2010.2053151,,,,,,
631,WOS:000280949800025,2010,Beyond REACH: Roadblocks and shortcuts en route to integrated risk assessment and management of chemicals,"Assmuth, Timo|Hilden, Mikael|Craye, Matthieu",SCIENCE OF THE TOTAL ENVIRONMENT,integrated risk assessment|chemicals control|reach|eu|regulation,10.1016/j.scitotenv.2010.02.010,http://dx.doi.org/10.1016/j.scitotenv.2010.02.010,,,,,,
3199,WOS:000276559000002,2010,KERNEL METHODS AND NEURAL NETWORKS FOR WATER RESOURCES MANAGEMENT,"Iliadis, Lazaros S.|Spartalis, Stefanos I.|Tachos, Stavros",ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,artificial neural networks|environmental modeling|support vector machines|water resources management,10.30638/eemj.2010.027,http://dx.doi.org/10.30638/eemj.2010.027,,,,,,
635,WOS:000278477100024,2010,"Phosphorus load estimation in the Saginaw River, MI using a Bayesian hierarchical/multilevel model","Cha, YoonKyung|Stow, Craig A.|Reckhow, Kenneth H.|DeMarchi, Carlo|Johengen, Thomas H.",WATER RESEARCH,total phosphorus|annual riverine load|ratio estimation|bayesian hierarchical modeling|predictive uncertainty,10.1016/j.watres.2010.03.008,http://dx.doi.org/10.1016/j.watres.2010.03.008,,,,,,
520,WOS:000285069300018,2010,What do near-term observations tell us about long-term developments in greenhouse gas emissions? A letter,"van Vuuren, Detlef P.|Edmonds, Jae|Smith, Steven J.|Calvin, Kate V.|Karas, Joseph|Kainuma, Mikiko|Nakicenovic, Nebojsa|Riahi, Keywan|van Ruijven, Bas J.|Swart, Rob|Thomson, Allison",CLIMATIC CHANGE,,10.1007/s10584.010.9940.4,http://dx.doi.org/10.1007/s10584.010.9940.4,,,,,,
3128,WOS:000281979100017,2010,A Nationally Consistent NHDPlus Framework for Identifying Interstate Waters: Implications for Integrated Assessments and Interjurisdictional TMDLs,"Cooter, William|Rineer, James|Bergenroth, Brandon",ENVIRONMENTAL MANAGEMENT,border waters|interstate waters|nhdplus|national consistency|tmdls|watershed management,10.1007/s00267-010-9526-y,http://dx.doi.org/10.1007/s00267-010-9526-y,,,,,,
1668,WOS:000283692700011,2010,"Integrated Environmental Assessment of Supply-Side and Demand-Side Measures for Carbon Dioxide Mitigation in Tokyo, Japan","Kraines, Steven B.|Ishida, Takeshi|Wallace, David R.",JOURNAL OF INDUSTRIAL ECOLOGY,dynamic modeling|industrial ecology|model integration|photovoltaic (pv)|power generation|solid oxide fuel cell (sofc),10.1111/j.1530-9290.2010.00237.x,http://dx.doi.org/10.1111/j.1530-9290.2010.00237.x,,,,,,
3127,WOS:000274527300004,2010,A Scalable Surface Complexation Modeling Framework for Predicting Arsenate Adsorption on Goethite-Coated Sands,"Jeppu, Gautham P.|Clement, T. Prabhakar|Barnett, Mark O.|Lee, Kang-Kun",ENVIRONMENTAL ENGINEERING SCIENCE,arsenic|scaling|surface complexation modeling|goethite-coated sands|diffuse layer model|surface area|site density|arsenate|goethite,10.1089/ees.2009.0045,http://dx.doi.org/10.1089/ees.2009.0045,,,,,,
3667,WOS:000282129400015,2010,Variation in the climatic response to SRES emissions scenarios in integrated assessment models,"Warren, R.|Mastrandrea, M. D.|Hope, C.|Hof, A. F.",CLIMATIC CHANGE,,10.1007/s10584-009-9769-x,http://dx.doi.org/10.1007/s10584-009-9769-x,,,,,,
3920,WOS:000284711600010,2010,Economic implications of climate change for infrastructure planning in transboundary water systems: An example from the Blue Nile,"Jeuland, Marc",WATER RESOURCES RESEARCH,,10.1029/2010WR009428,http://dx.doi.org/10.1029/2010WR009428,,,,,,
4220,WOS:000279766700015,2010,Towards quantification of uncertainty in predicting water quality failures in integrated catchment model studies,"Schellart, A. N. A.|Tait, S. J.|Ashley, R. M.",WATER RESEARCH,uncertainty|integrated modelling study|sewer emissions|receiving water impact|flow quality modelling|water quality failure,10.1016/j.watres.2010.05.001,http://dx.doi.org/10.1016/j.watres.2010.05.001,,,,,,
507,WOS:000281690200003,2010,Toxicity Assessment and Public Policies: An Urgent Need for Research,"Vindimian, Eric",ENVIRONMENTAL TOXICOLOGY,"toxicity assessment, regulation|public policies|research for public policies|chemicals, environment|human health|ecology",10.1002/tox.20588,http://dx.doi.org/10.1002/tox.20588,,,,,,
2465,WOS:000282240800046,2010,The Viareggio LPG railway accident: Event reconstruction and modeling,"Brambilla, Sara|Manca, Davide",JOURNAL OF HAZARDOUS MATERIALS,lpg release|accident modeling|accident investigation|pool-fire|dense-gas dispersion,10.1016/j.jhazmat.2010.06.039,http://dx.doi.org/10.1016/j.jhazmat.2010.06.039,,,,,,
4676,WOS:000282081300002,2010,"IHMS-Integrated Hydrological Modelling System. Part 2. Application of linked unsaturated, DiCaSM and saturated zone, MODFLOW models on Kouris and Akrotiri catchments in Cyprus","Ragab, Ragab|Bromley, John|Doerflinger, Gerald|Katsikides, Savvas",HYDROLOGICAL PROCESSES,cyprus|kouris|akrotiri|dicasm|ihms|climate change,10.1002/hyp.7682,http://dx.doi.org/10.1002/hyp.7682,,,,,,
4271,WOS:000280045700004,2010,Modeling framework for product lifecycle information,"Song Xiao, |Chai Xudong, |Zhang Li, |Gong Guanghong, ",SIMULATION MODELLING PRACTICE AND THEORY,product information|lifecycle management|simulation|behavior|structure|component,10.1016/j.simpat.2009.07.004,http://dx.doi.org/10.1016/j.simpat.2009.07.004,,,,,,
3117,WOS:000279301600001,2010,A multi-level wave based numerical modelling framework for the steady-state dynamic analysis of bounded Helmholtz problems with multiple inclusions,"Van Genechten, Bert|Vergote, Karel|Vandepitte, Dirk|Desmet, Wim",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,multiple inclusions|helmholtz equation|acoustics|elastodynamics|mid-frequency|wave based method,10.1016/j.cma.2010.01.013,http://dx.doi.org/10.1016/j.cma.2010.01.013,,,,,,
1689,WOS:000281289200009,2010,Integrated Modeling of the Battlespace Environment,"Campbell, Tim|Allard, Richard|Preller, Ruth|Smedstad, Lucy|Wallcraft, Alan|Chen, Sue|Jin, Hao|Gabersek, Sasa|Hodur, Richard|Reich, Joseph|Fry, Craig D. ""Ghee""|Eccles, Vince|Cheng, Hwai-Ping|Cheng, Jing-Ru C.|Hunter, Robert|DeLuca, Cecelia|Theurich, Gerhard",COMPUTING IN SCIENCE & ENGINEERING,,10.1109/MCSE.2010.78,http://dx.doi.org/10.1109/MCSE.2010.78,,,,,,
497,WOS:000280971300008,2010,Social multi-criteria evaluation as a decision support tool for integrated coastal zone management,"Garmendia, Eneko|Gamboa, Gonzalo|Franco, Javier|Garmendia, Joxe Mikel|Liria, Pedro|Olazabal, Marta",OCEAN & COASTAL MANAGEMENT,,10.1016/j.ocecoaman.2010.05.001,http://dx.doi.org/10.1016/j.ocecoaman.2010.05.001,,,,,,
4214,WOS:000277383700008,2010,Incorporating landscape depressions and tile drainages of a northern German lowland catchment into a semi-distributed model,"Kiesel, J.|Fohrer, N.|Schmalz, B.|White, M. J.",HYDROLOGICAL PROCESSES,tile drains|potholes|sinks|dem|arcgis|swat,10.1002/hyp.7607,http://dx.doi.org/10.1002/hyp.7607,,,,,,
1677,WOS:000279499900003,2010,"Application of model trees and other machine learning techniques for algal growth prediction in Yongdam reservoir, Republic of Korea","Jung, Nahm-Chung|Popescu, Ioana|Kelderman, Peter|Solomatine, Dimitri P.|Price, Roland K.",JOURNAL OF HYDROINFORMATICS,ann|data-driven modelling (ddm)|knn|lser|m5 mts|plsr,10.2166/hydro.2009.004,http://dx.doi.org/10.2166/hydro.2009.004,,,,,,
1696,WOS:000277802100022,2010,On the value of glacier mass balances for hydrological model calibration,"Konz, Markus|Seibert, Jan",JOURNAL OF HYDROLOGY,model calibration|glacier mass balances|monte carlo simulations|hbv model,10.1016/j.jhydrol.2010.02.025,http://dx.doi.org/10.1016/j.jhydrol.2010.02.025,,,,,,
2478,WOS:000276755000002,2010,Simulation of urban wastewater systems using artificial neural networks: embedding urban areas in integrated catchment modelling,"Fu, Guangtao|Makropoulos, Christos|Butler, David",JOURNAL OF HYDROINFORMATICS,artificial neural network|catchment scale model|integrated catchment management|integrated modelling|urban wastewater system|water quality modelling,10.2166/hydro.2009.151,http://dx.doi.org/10.2166/hydro.2009.151,,,,,,
