DOI,title,1,2,3,4,5
10.1016/j.specom.2015.02.003,A quantitative model of first language influence in second language consonant learning (2015),"However, we lack quantitative models capable of making more precise predictions of the way in which the first and second language sound systems interact.","However, approaches that made use of independent first and second language models made the best predictions.",,,
10.3390/w10111541,"A Comprehensive Review of Low Impact Development Models for Research, Conceptual, Preliminary and Detailed Design Applications (2018)","This review provides in-depth insight into existing LID models from a hydrological and hydraulic point of view, which will facilitate in selecting the best-suited model.","Results show that despite the recent updates of existing LID models, several important features are still missing and need improvement.",Recommendations on further studies and LID model development are also presented.,,
10.1016/j.envsoft.2015.01.002,Software framework for inverse modeling and uncertainty characterization (2015),"This paper presents an inverse modeling framework called MAD# for characterizing SRFs, which is an implementation of the Bayesian inverse modeling technique Method of Anchored Distributions (MAD).","MAD# is implemented in an open source software package with the goal of lowering the barrier to using inverse modeling in education, research, and resource management.",Four test cases are presented demonstrating the novel functionality of this framework to apply inversion in order to calibrate the model parameters characterizing a groundwater aquifer.,"MAD# includes an intentionally simple user interface for simulation configuration, external software integration, spatial domain and model output visualization, and evaluation of model convergence.",
10.5194/hess-20-73-2016,A question driven socio-hydrological modeling process (2016),"Human and hydrological systems are coupled: human activity impacts the hydrological cycle and hydrological conditions can, but do not always, trigger changes in human systems.","Such an approach allows modeling structure, scope and detail to remain contingent on and adaptive to the question context.","Modeling of coupled human-hydrological systems, also called socio-hydrological systems, recognizes the potential for humans to transform hydrological systems and for hydrological conditions to influence human behavior.",Our example model couples hydrological and human systems by linking the rate of demand decreases to the past reliability to compare standard operating policy (SOP) with hedging policy (HP).,The model shows that reservoir storage acts both as a buffer for variability and as a delay triggering oscillations around a sustainable level of demand.
10.1016/j.envsoft.2017.03.021,Realizing modelling outcomes: A synthesis of success factors and their use in a retrospective analysis of 15 Australian water resource projects (2017),Four factors were considered most necessary to realize overall success for any modelling project.,Three factors related to aspects of stakeholder engagement in the modelling process; the other to critical thinking around problem framing and the role(s) of models.,The paper provides further evidence of the critical need to consider non-technical aspects in the design and implementation of modelling projects.,The latter factor was considered reasonably well-achieved across the projects.,
10.1057/jos.2010.5,Towards collaborative component-based modelling (2011),Collaborative modelling enables dispersed users to develop component-based system models in group settings.,"To support separate groups of modellers to independently develop models, the realization of CDM supports independent modelling sessions.",The design of the CDM realization and future research are briefly described.,An illustrative example is developed to demonstrate collaborative and incremental model development.,
10.1016/S1364-8152(02)00011-7,"ASTROMOD: a computer program integrating vegetation dynamics modelling, environmental modelling and spatial data visualisation in Microsoft Excel (2002)","ASTROMOD comprises a vegetation dynamics model developed for forest ecosystems, combined with models of environmental determinants.","This paper describes the development of a software framework for predicting vegetation change within the Astroni crater, a state nature reserve near Naples, Italy.",,,
10.1016/j.jcp.2011.08.021,A hierarchical fracture model for the iterative multiscale finite volume method (2011),"In this multiscale approach there exists one fracture function per network and local domain, and in the coarse scale problem there appears only one additional degree of freedom per connected fracture network.","Finally, it is demonstrated that the new method is an effective multiscale approach for simulations of realistic multiphase flows in fractured heterogeneous porous media.","In addition to the local basis and correction functions, which were previously developed in this framework, local fracture functions are introduced to accurately capture the fractures at the coarse scale.",This splitting technique results in only one additional degree of freedom for each connected fracture network appearing in the matrix system.,An iterative multiscale finite volume (i-MSFV) method is devised for the simulation of multiphase flow in fractured porous media in the context of a hierarchical fracture modeling framework.
10.1016/S1364-8152(03)00152-X,"Tarsier: a practical software framework for model development, testing and deployment (2004)",Module autonomy is achieved by the use of generic messages passed between modules through shared objects.,This facilitates effective model integration with no loss of speed as a result of the integration process.,The disadvantages are proving to be the dependence on a specific language and compiler.,This hinders the utility of the framework for the broader model development community.,"The system is object-oriented, with integration of modules achieved through the sharing of common objects."
10.1016/j.envsoft.2014.09.005,Plant Modelling Framework: Software for building and running crop models on the APSIM platform (2014),The PMF contains a top-level Plant class that provides an interface with the APSIM model environment and controls the other classes in the plant model.,A plant configuration file specifies which mid-level and Function classes are to be included and how they are to be arranged and parameterised to represent a particular crop model.,Four examples are included to demonstrate the flexibility of application of the PMF; 1.,These examples show the PMF can be used to develop models of different complexities and allows flexibility in the approach for implementing crop physiology concepts into model set up.,The PMF has an integrated design environment to allow plant models to be created visually.
10.1016/j.envsoft.2010.04.002,An integrated approach to linking economic valuation and catchment modelling (2011),Our experiences highlight the challenges in synchronizing economic and scientific modelling.,"Rather than coupling existing information and models, synchronous data collection and model development ensured tailored information exchange between the different components.",An increased emphasis on integrated water management at a catchment scale has led to the development of numerous modelling tools.,The approach is largely transferable to the development of integrated hydro-economic models in other river catchments.,The lessons from the model development process are useful for future studies that aim to integrate scientific and economic knowledge.
10.1016/j.envsoft.2012.02.013,Toward self-describing and workflow integrated Earth system models: A coupled atmosphere-ocean modeling system application (2013),"In this paper, we present a coupled modeling system that includes the proposed methodology to create self-describing models with common model component interfaces.",The designed coupled atmosphere-ocean modeling system is also integrated into a scientific workflow system to simplify routine modeling tasks and relationships between these tasks and to demonstrate the enhanced interoperability between different technologies and components.,"In addition to designing self-describing Earth system models, the regular modeling tasks are also simplified and automated by using a scientific workflow which provides meaningful abstractions for the model, computing environment and provenance/metadata collection mechanisms.","As can be seen through this example, a layered design for collecting provenance and metadata has the added benefit of documenting a run in far greater detail than before.",Our aim here is to solve a specific instance of a complex model integration problem by using a framework and scientific workflow approach together.
10.1016/j.cageo.2012.04.002,A component-based approach to integrated modeling in the geosciences: The design of CSDMS (2013),In this paper we describe the challenges in creating a coupling environment for Earth-surface process modeling and the innovative approach that we have developed to address them within the Community Surface Dynamics Modeling System.,,,,
10.1016/S0098-3004(99)00135-1,Modeling the fate of drilling waste in marine environment - an overview (2000),The salient features of such a model are summarized in this review.,"However, the present literature survey revealed that no fully validated drilling waste discharge model exists that elaborately describes all principles and processes in an appropriate mathematical framework.",,,
10.1016/j.envsoft.2012.06.011,Evaluating OpenMI as a model integration platform across disciplines (2013),This paper describes and evaluates the use of OpenMI in several multi-disciplinary large projects that worked on integrated models.,"In conclusion, OpenMI can be used as a standard for technical model integration across disciplines, and it is not limited to one particular discipline.",Technical integration itself can be achieved by different approaches (i.e.,"Perceived advantages and disadvantages of OpenMI differed between modellers and software engineers, although both identified the lack of standard functionality as a major disadvantage and the prescription of a way of working through OpenMI as a standard as a major advantage.",From the many available modelling frameworks (e.g.
10.1016/j.envsoft.2009.02.018,Linking external components to a spatio-temporal modelling framework: Coupling MODFLOW and PCRaster (2009),An important step in the procedure of building an environmental model is the transformation of a conceptual model into a numerical simulation.,To simplify model construction a framework is required that relieves the model developer from software engineering concerns.,The approach described is appropriate for constructing integrated models that include a coupling of a small number of components.,We demonstrate the coupling of external components in order to create multicomponent models by the development of the link to the groundwater model MODFLOW and provide results of an integrated catchment model.,
10.1016/j.envsoft.2017.02.028,Design of a metadata framework for environmental models with an example hydrologic application in HydroShare (2017),The framework is implemented within the HydroShare system and applied for a hydrologic model sharing use case.,"A first step toward increasing environmental model sharing and reuse is to define a general metadata framework for models that is flexible and, therefore, applicable across the wide variety of models used by environmental modelers.",This paper proposes a general approach for representing environmental model metadata that extends the Dublin Core metadata framework.,"This example application demonstrates how the metadata framework implemented within HydroShare can assist in model sharing, publication, reuse, and reproducibility.",
10.1016/j.envsoft.2016.10.013,An overview of the model integration process: From pre-integration assessment to testing (2017),"We identified five different phases to characterize integration process: pre-integration assessment, preparation of models for integration, orchestration of models during simulation, data interoperability, and testing.","We performed a literature review with the aim of improving our understanding of model integration process, and also presenting better strategies for building integrated modeling systems.",We believe this must change to enable researchers and assessors to form complex workflows that leverage the current environmental science available.,"In this paper, we characterize the model integration process and compare integration practices of different groups.","Integration of models requires linking models which can be developed using different tools, methodologies, and assumptions."
10.1080/10255840903067056,An object-oriented modelling framework for the arterial wall (2010),"In order to simulate its deformation, a matrix structural mechanics simulator was implemented.",Each simulation began with a sensitivity analysis in order to determinate the best parameter combination and to compare the results with analogue controls.,An object-oriented modelling framework for the arterial wall is presented.,"In the implemented model, passive behaviour of the arterial wall was considered and the tunica adventitia was the objective system.","As verification, a model of an arterial segment was generated."
10.1016/S1364-8152(03)00153-1,Making frameworks more useable: using model introspection and metadata to develop model processing tools (2004),"Introspection in these environments allows tool developers to write programs and other components that make use of these metadata to provide generic model processing tools, while allowing model developers to take advantage of these tools without additional development effort.","These metadata may be restricted to the names of variables, and their respective data types, or may extend to other information, such as classification of variables (e.g.",This introduces a performance penalty that may become significant in some circumstances.,"These uses of introspection streamline model development within modelling frameworks, reducing the effort required to take advantage of other framework capabilities, such as dynamic visualisation.","Typical model processing tools include model integration systems, parameter optimisers, automatic user interface generation and automated IO."
10.1016/j.gloenvcha.2015.08.007,Methods and approaches to modelling the Anthropocene (2016),"Feedbacks between system functioning and underlying endogenous drivers should be represented, rather than assuming the drivers to be exogenous to the modelled system or stationary in time and space.","In this context, model development can play a major role in reconciling the different epistemologies of the disciplines that need to collaborate to capture changes in the functioning of socio-ecological systems.","While global scale assessments are important, the global scale dynamics need to be connected to local realities and vice versa.",The novel concept of the Anthropocene can help to develop innovative model representations and model architectures that are better suited to assist in designing sustainable solutions targeted at the users of the models and model results.,This paper aims to assess the extent to which current models represent the Anthropocene and suggest ways forward.
10.1016/j.envsoft.2012.01.002,A general framework for Dynamic Emulation Modelling in environmental problems (2012),"As the number and forms of the problem that benefit from the identification and subsequent use of an emulator is very large, emulation modelling has emerged in different sectors of science, engineering and social science.","For this reason, a variety of different strategies and techniques have been proposed in the last few years.","An emulator is a low-order, computationally efficient model identified from the original large model and then used to replace it for computationally intensive applications.","Particular emphasis is devoted to Dynamic Emulation Modelling (DEMo), a methodological approach that preserves the dynamic nature of the original process-based model, with consequent advantages in a wide variety of problem areas.",
10.1016/j.envsoft.2004.04.011,Modelling and simulation of ecological propagation processes: application to fire spread (2005),"From modelling to simulation, the Unified Modelling Language (UML) provides a common means of communication between computer science specialists and domain experts.",Each level of the study is specified in UML and thus can be reused in another wasteland fire problem.,The Model Driven Architecture (MDA) is used to improve object-oriented methodology.,The approach is applied to the modelling and simulation of fire spread.,Studies of this kind of phenomena lack genericity and reusability because they are often presented from the point of view of a single domain expert.
10.1007/s10661-017-6202-1,Effect of mass housing settlement type on the comfortable open areas in terms of noise (2017),"Especially in alternatives consisting of point- and linear-type blocks, if the noise level is above 75 Leq (dBA), the percentage of comfortable open usage areas is very low.",The reliability of the simulation results is validated by on-site noise level measurements.,Comfortable open usage areas in 25 mass housing alternatives are determined for the case of being affected by three different road noises.,The layout of the structures according to the noise source is an important parameter in terms of the level of noise reaching to both open usage areas and the structure surfaces.,
10.1016/j.compchemeng.2012.10.006,A flexible and robust modelling framework for multi-stream heat exchangers (2013),This work explains and demonstrates a modelling framework which is capable of handling a multitude of geometries and relevant physical phenomena affecting the performance of the heat exchangers.,"The framework demonstrated may thus be used to create flexible and robust heat exchanger models for use in process simulations, optimization, or as a stand-alone model.","In the test case, both evaporation and condensation may happen simultaneously along the length of the heat exchanger.","The data structure and governing equations are explained, before the framework is demonstrated for a particular challenging test case with a heat exchanger operating similar to the main heat exchanger in a single mixed refrigerant cycle.",They involve physical phenomena such as condensation and evaporation including several boiling regimes.
10.1007/s13280-015-0670-8,A functional-dynamic reflection on participatory processes in modeling projects (2015),"A generic template may help, not in providing details of a project or model development, but in explicitly reflecting on the participatory process.","Thus, the use of common protocols or templates is discussed to facilitate project planning, as well as the publication of project results.","In this review study, I explore participatory modeling projects from a functional-dynamic process perspective.","However, it is not well investigated if and how explicitly these functions and the dynamics of a participatory process are reflected by modeling projects in particular.",It becomes apparent that the degree of reflection on the participatory process itself is not always explicit and perfectly visible in the descriptions of the modeling projects.
10.2166/hydro.2009.040,Advances in the identification and evaluation of complex environmental systems models (2009),"In the case of gauged systems, we find that global sensitivity analysis provides a widely underused tool for evaluating models' assumptions and estimating the information content of data.",All of these improvements should result in the long-term evolution and improvement of observation systems.,"Overall, we conclude that an important bottleneck currently limiting environmental predictions lies in how our model evaluation and identification approaches are extracting, using and evolving the information available for environmental systems at the watershed scale.","Satisfying these needs will require improved theory, improved models and improved frameworks for making and evaluating predictions.","Advances in our ability to model complex environmental systems are currently driven by at least four needs: (1) the need for the inclusion of uncertainty in monitoring, modelling and decision-making; (2) the need to provide environmental predictions everywhere; (3) the need to predict the impacts of environmental change; and (4) the need to adaptively evolve observation networks to better resolve environmental systems and embrace sensing innovations."
10.1016/j.envsoft.2016.10.003,"The rocky road to extended simulation frameworks covering uncertainty, inversion, optimization and control (2017)","While there is an ongoing discussion on quality assurance and reproducibility for simulation frameworks, we have not observed a similar discussion for the extended case.","Recently, the combination with tools for uncertainty quantification, inverse modelling, optimization and control started a development towards what we call extended simulation frameworks.",The resulting demand for 'intelligent software' with automated configuration can lead to a blind trust in simulation results even if they are incorrect.,Our goal is to start transferring the quality assurance discussion in the field of integrated modeling and conventional software frameworks to the area of extended simulation frameworks.,"With this, we hope to increase the reliability and transparency of (extended) frameworks, framework use and of the corresponding simulation results."
10.5194/hess-12-989-2008,HYDROGEIOS: a semi-distributed GIS-based hydrological model for modified river basins (2008),"The HYDROGEIOS modelling framework represents the main processes of the hydrological cycle in heavily modified catchments, with decision-depended abstractions and interactions between surface and groundwater flows.","The modelling philosophy aims to ensure consistency with the physical characteristics of the system, while keeping the number of parameters as low as possible.","By means of a challenging case study, the paper discusses appropriate modelling strategies which take advantage of the above framework, with the purpose to ensure a robust calibration and reproduce natural and human induced processes in the catchment as faithfully as possible.","A semi-distributed approach and a monthly simulation time step are adopted, which are sufficient for water resources management studies.","Therefore, multiple levels of schematization and parameterization are adopted, by combining multiple levels of geographical data."
10.1016/j.compchemeng.2007.08.014,Proactive approach to address the uncertainty in short-term scheduling (2008),"The application of the framework to different case studies shows the flexibility of the predictive schedule, the different decisions that can be drawn based on the rescheduling strategy considered, and the importance of exploiting the information of the uncertainty as well as the incorporation of the rescheduling policy proactively.","A robust predictive schedule is pursued, with the flexibility to absorb disruptive events without major changes when rescheduling is required.",The identification of reliable schedules serves a valuable function as a basis for coordinating outside activities within the highly dynamic and uncertain supply chain (SC) environment.,,
10.1111/jiec.12253,Multimodel Ecologies Cultivating Model Ecosystems in Industrial Ecology (2015),We define a multimodel ecology as an interacting group of models coevolving with one another in a dynamic sociotechnical environment.,,,,
10.1207/s15327744joce0901_3,Modeling and simulating coordination in projects (1999),The model and coordination measures can be used as input for simulation of project execution and give predictions for the probable effects of carrying out proposed changes in planning and managing projects.,"We then use matrix techniques to explicate the constraints between project requirements and deliverables (complexity), the contingencies in information flow between activities (uncertainty), and the resulting coordination requirements between project team members.",A main challenge in managing projects is identification and understanding of interactions between subtasks.,Our simulation results demonstrate how project performance is contingent on the fit between the project policies and the objectives and preferences of the project team.,The resulting interdependence between members of the project team requires them to coordinate extensively during project execution.
10.1016/j.envsoft.2015.10.031,Nexus Tools Platform: Web-based comparison of modelling tools for analysis of water-soil-waste nexus (2016),The alpha version of NTP (September 2015) comprises 73 models and covers a wide range of model types and environmental processes.,"Therefore, we developed an interactive web-based platform, called Nexus Tools Platform (NTP), for inter-model comparison of existing modelling tools, which provides detailed information and allows for advanced filtering based on real-time visualizations.",We present selected NTP application examples for how to find and select the most appropriate modelling tools for a specific application using meta-analysis.,,
10.5194/hess-18-4239-2014,"Socio-hydrologic modeling to understand and mediate the competition for water between agriculture development and environmental health: Murrumbidgee River basin, Australia (2014)",Competition for water between humans and ecosystems is set to become a flash point in the coming decades in many parts of the world.,"Both the forces are endogenous, i.e., generated by the system dynamics in response to external drivers and mediated by humans through technology change and environmental awareness, respectively.",Data analysis has revealed a pendulum swing between agricultural development and restoration of environmental health and ecosystem services over different stages of basin-scale water resource development.,This paper therefore contributes to the ultimate development of a generic modeling framework that can be applied to human-water coupled systems in different climatic and socio-economic settings.,The MRB has witnessed a unique system dynamics over the last 100 years as a result of interactions between patterns of water management and climate driven hydrological variability.
10.1111/gwat.12570,Naive Simplicity: The Overlooked Piece of the Complexity-Simplicity Paradigm (2017),"The concept of the so-called simplicity cycle, in relation to classical problems of carbon-14 age and salinity in closed-basin lakes, is used to illustrate these points.","Modelers envision simplicity (i.e., elegant simplicity) as the sought-after goal in modeling, but naive simplicity, which is the focus of this paper, is commonly unrecognized and dangerous.",,,
10.1002/rra.2758,INVESTIGATING ENVIRONMENTAL FLOWS FOR RIPARIAN VEGETATION RECRUITMENT USING SYSTEM DYNAMICS MODELLING (2015),"Given the benefits of using a system dynamics modelling approach, our objective was to develop and demonstrate a stochastic system dynamics modelling framework to evaluate environmental flow alternatives.","Because system dynamics models are able to incorporate causal connections between social, economic and environmental aspects of a system, they are well suited to study water management problems.","In addition, system dynamics models are excellent tools for incorporating expert and stakeholder feedback, which is an important component of any environmental flow study.","Specifically, our research examined the influence of flow alternatives on cottonwood recruitment and reservoir storage within the Rio Chama basin, New Mexico, USA.","We also demonstrate how flow alternatives can be evaluated using comparative metrics, which allow water resource managers to more easily evaluate alternatives before incorporating environmental flows into existing operations."
10.1109/TCBB.2012.126,A Mathematical Model to Study the Dynamics of Epithelial Cellular Networks (2012),"Based on this analogy, this work develops a modeling framework to enable the study of the mechanical properties and of the dynamic behavior of large epithelial cellular networks.",Epithelia are sheets of connected cells that are essential across the animal kingdom.,,,
10.1177/1094342005056120,Design and implementation of components in the Earth system modeling framework (2005),"A virtual machine underlies the component-level constructs in ESMF, providing both a foundation for performance portability and mechanisms for resource allocation and component sequencing.",,,,
10.2166/hydro.2013.180,A framework to resolve spatio-temporal misalignment in component-based modelling (2014),"These component models act as building blocks in the construction of multi-disciplinary, multi-scale integrated models.","Coupling these independent component models, however, involves aggregation or disaggregation of the exchanged variables at model runtime, since each of the component models exposes potentially different spatial and temporal discretisations.",To illustrate the applicability of the accumulators an integrated model is developed that couples an existing land use change model and hydrological component models at different spatial and temporal scales.,The accumulators as building blocks allow modellers to construct multi-scale integrated models in a flexible manner.,"We present the accumulator, a programmable general-purpose model building block executing custom scaling operations at model runtime."
10.1016/j.envsoft.2014.12.018,Tutorials as a flexible alternative to GUIs: An example for advanced model calibration using Pilot Points (2015),"This is a fundamental advantage compared to codes without a GUI, as the absence of a GUI can prohibit the widespread application of a software tool.","However, there is a downside to GUIs, too.","As an example to demonstrate our point, we have written a tutorial that illustrates the use of Pilot-Point based calibration made available through PEST in the HydroGeoSphere modelling environment We hope that this example will encourage the modelling community to develop tutorials and make them available to the wider public.",,
10.1016/j.envsoft.2017.03.031,Insights into sensitivity analysis of Earth and environmental systems models: On the impact of parameter perturbation scale (2017),Our analyses with different real-world environmental models demonstrate significant implications of subjectivity in the perturbation-scale choice and the need for strategies to address these implications.,"This paper investigates the commonly overlooked ""sensitivity"" of sensitivity analysis (SA) to what we refer to as parameter ""perturbation scale"", which can be defined as a prescribed size of the sensitivityrelated neighbourhood around any point in the parameter space (analogous to step size Dx for numerical estimation of derivatives).","We discuss that perturbation scale is inherent to any (local and global) SA approach, and explain how derivative-based SA approaches (e.g., method of Morris) focus on small-scale perturbations, while variance-based approaches (e.g., method of Sobol) focus on large-scale perturbations.",,
10.1016/S1364-8152(02)00014-2,Exploring component-based approaches in forest landscape modeling (2002),"In this paper, we explore the design of a spatially explicit forest landscape model in a component-based modeling framework, based on our work on object-oriented forest landscape modeling.","Component-based modeling breaks a monolithic model into small, interchangeable, and binary components.",Our goal is to facilitate the use of the component-based modeling approach at the early stage of spatially explicit landscape modeling.,New developments in component-based modeling approaches provide a viable solution.,
10.1016/j.envsoft.2010.08.004,Technical assessment and evaluation of environmental models and software: Letter to the Editor (2011),Our statement within this letter deals with another aspect of the issue it prompts professional journals to codify the peer-review process.,This is a unique contribution to the organisation and practice of model-based research and the communication of its results that will benefit the entire environmental modelling community.,The guidelines prompt modellers to codify their practice and to be more rigorous in their model testing.,"The purpose is to stimulate debate and initiate action that leads to an improved quality of model development and evaluation, so increasing the capacity for models to have positive outcomes from their use.",A common vision of what a good model should be is expressed in various guidelines on Good Modelling Practice.
10.3389/fmars.2018.00019,"Modelling Marine Sediment Biogeochemistry: Current Knowledge Gaps, Challenges, and Some Methodological Advice for Advancement (2018)","The benthic environment is a crucial component of marine systems in the provision of ecosystem services, sustaining biodiversity and in climate regulation, and therefore important to human society.","Further, we propose a three-pronged approach for the advancement of benthic and benthic-pelagic modelling, essential for improved understanding, management and prediction of the marine environment.",,,
10.3390/w9090639,Simulink Implementation of a Hydrologic Model: A Tank Model Case Study (2017),"From the study, we found that Simulink could be a useful and convenient environment for hydrological analysis and model development.","The graphical representation utilized in the Simulink version of the Tank model helped us to understand the hydrological interactions described in the model, and the modular structure of the program facilitated the addition of new modules and the modification of existing modules as needed.","In the example given here, the Tank model was extended by two sub-modules representing evapotranspiration and storage-runoff distribution.","In this study, a Tank model was developed using Simulink and applied to a rainfall-runoff simulation for a study watershed to demonstrate the potential of Simulink as a tool for hydrological analysis.","In addition, model pre- and post-processing, such as input data preparation and results plotting, was carried out in MATLAB."
10.1109/TSMCC.2011.2135850,Collaborative Modeling Process for Development of Domain-Specific Discrete Event Simulation Systems (2012),"If a system that is to be modeled is domain-specific, the development of models with the use of the DEVS formalism would require domain knowledge about the system as well as to understand DEVS semantics.","The system requirements are used to specify domain models in the conceptual modeling step, and the models are partitioned into two types: discrete event-level model (DEM) and behavioral-level model (BM).","The DEM is specified as the DEVS formalism, and the BM is defined as algorithms and equations.",This paper proposes a collaborative modeling process to compensate for the lack of professional engineers.,The advantage of this modeling process is that the collaborative work is related to the whole series of steps.
10.1016/j.envsoft.2009.11.010,Exploring uncertainty and model predictive performance concepts via a modular snowmelt-runoff modeling framework (2010),"Such an approach can strengthen model building and address an oft ignored aspect of predictive uncertainty; namely, model structural uncertainty.","Model selection is an extremely important aspect of many hydrologic modeling studies because of the complexity, variability, and uncertainty that surrounds the current understanding of watershed-scale systems.","The case study focuses on an approach to hydrologic modeling that considers model development, selection, calibration, uncertainty analysis, and overall assessment.",,
10.1016/j.envsoft.2010.10.003,"Network environ theory, simulation, and EcoNet (R) 2.0 (2011)","Thus, as a continuing enhancement to the overall understanding, but more importantly, to the future growth of environmental modeling associated with ENA and NEA, we derive and summarize the canonical mathematics of ENA, NEA, and EcoNet, which facilitates their future use.",,,,
10.1016/j.jcp.2010.05.016,A Trefftz-based numerical modelling framework for Helmholtz problems with complex multiple-scatterer configurations (2010),The aim of the work presented in this paper is the numerical solution of low- and mid-frequency time-harmonic acoustic multiple-scattering problem.,A novel so-called 'multilevel' modelling approach is proposed which is applicable to the study of a configuration of well separated obstacles of arbitrary shape on which any type of acoustic boundary condition can be applied.,,,
10.1016/j.envsoft.2014.04.004,Serving many at once: How a database approach can create unity in dynamical ecosystem modelling (2014),A clear advantage of working in a database is the overview it provides.,Simulation modelling in ecology is a field that is becoming increasingly compartmentalized.,"To create an instance of the model, the information in the database is translated and augmented with the language and platform specifics.",Here we propose a Database Approach To Modelling (DATM) to create unity in dynamical ecosystem modelling with differential equations.,In this approach the storage of ecological knowledge is independent of the language and platform in which the model will be run.
10.1016/j.envsoft.2015.08.007,Using a Model MAP to prepare hydro-meteorological models for generic use (2015),"This paper abstracts common characteristics from leading integrated modelling technologies and derives a generic framework, characterised as a Model MAP - Metadata (including documentation and licence), Adaptors (to common standards) and Portability (of model components).",The idea is to form a gateway concept consisting of a checklist of elements which must be in place before a numerical model is offered for interoperability in a structured environment and at a level of abstraction suitable to support environmental model interoperability in general.,"As these environments proliferate and mature, a set of topics is emerging as common ground between them.",,
10.1016/j.envsoft.2010.06.005,Towards multi-scale integrated hydrological models using the LIQUID (R) framework. Overview of the concepts and first application examples (2010),Environmental modelling frameworks offer such flexibility; they are designed to build and run integrated models on the basis of reusable and exchangeable components.,"It suits a wide range of applications, both in terms of spatial scales and of process conceptualisations.","However, the complexity of management issues, the variety of modelling objectives, and the variable availability of data require a flexible way to customize models and adapt them to each individual problem.","This paper presents the LIQUID (R) framework, developed by Hydrowide since 2005.",
